Date,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC
11/18/1950,8,1,-2
11/19/1950,7,-3,-8
11/20/1950,19,13,10
11/21/1950,20,16,14
11/22/1950,16,12,10
11/23/1950,19,13,10
11/24/1950,22,18,16
11/25/1950,23,18,16
11/26/1950,29,23,20
11/27/1950,20,16,14
11/28/1950,18,13,10
11/29/1950,7,5,4
11/30/1950,4,1,0
12/1/1950,4,0,-2
12/2/1950,11,6,4
12/3/1950,9,7,6
12/4/1950,8,5,4
12/5/1950,13,10,8
12/6/1950,19,13,10
12/7/1950,15,13,12
12/8/1950,19,12,8
12/9/1950,21,19,18
12/10/1950,25,19,16
12/11/1950,21,16,14
12/12/1950,15,9,6
12/13/1950,9,4,2
12/14/1950,14,10,8
12/15/1950,17,14,12
12/16/1950,18,14,12
12/17/1950,19,14,12
12/18/1950,15,12,10
12/19/1950,21,15,12
12/20/1950,20,16,14
12/21/1950,21,16,14
12/22/1950,22,18,16
12/23/1950,26,23,22
12/24/1950,23,20,18
12/25/1950,16,12,10
12/26/1950,14,9,6
12/27/1950,13,11,10
12/28/1950,15,12,10
12/29/1950,20,16,14
12/30/1950,15,5,0
12/31/1950,9,4,2
1/1/1951,11,7,6
1/2/1951,13,10,8
1/3/1951,10,6,4
1/4/1951,7,5,4
1/5/1951,9,4,2
1/6/1951,10,2,-2
1/7/1951,5,0,-2
1/8/1951,11,5,2
1/9/1951,10,4,2
1/10/1951,13,10,8
1/11/1951,14,9,6
1/12/1951,13,11,10
1/13/1951,15,12,10
1/14/1951,11,6,4
1/15/1951,13,5,2
1/16/1951,9,4,2
1/17/1951,9,5,4
1/18/1951,6,2,0
1/19/1951,6,2,0
1/20/1951,7,2,0
1/21/1951,9,4,2
1/22/1951,11,5,2
1/23/1951,8,5,4
1/24/1951,20,12,8
1/25/1951,21,15,12
1/26/1951,10,5,2
1/27/1951,-3,-10,-14
1/28/1951,-9,-15,-18
1/29/1951,-4,-13,-18
1/30/1951,-4,-13,-18
1/31/1951,-3,-9,-12
2/1/1951,4,-2,-4
2/2/1951,14,10,8
2/3/1951,12,8,6
2/4/1951,13,7,4
2/5/1951,10,3,0
2/6/1951,6,2,0
2/7/1951,19,13,10
2/8/1951,22,18,16
2/9/1951,26,22,20
2/10/1951,24,20,18
2/11/1951,12,6,4
2/12/1951,10,3,0
2/13/1951,13,3,-2
2/14/1951,17,7,2
2/15/1951,12,8,6
2/16/1951,11,2,-2
2/17/1951,9,7,6
2/18/1951,10,7,6
2/19/1951,11,7,6
2/20/1951,15,9,6
2/21/1951,14,9,6
2/22/1951,12,5,2
2/23/1951,12,4,0
2/24/1951,9,4,2
2/25/1951,7,1,-2
2/26/1951,8,0,-4
2/27/1951,8,-3,-8
2/28/1951,7,-3,-8
3/1/1951,7,0,-4
3/2/1951,5,-4,-8
3/3/1951,4,0,-2
3/4/1951,4,-1,-4
3/5/1951,-1,-6,-8
3/6/1951,0,-4,-6
3/7/1951,3,-3,-6
3/8/1951,-1,-3,-4
3/9/1951,0,-3,-4
3/10/1951,3,-3,-6
3/11/1951,8,0,-4
3/12/1951,11,6,4
3/13/1951,14,9,6
3/14/1951,16,11,8
3/15/1951,15,8,4
3/16/1951,12,4,0
3/17/1951,11,1,-4
3/18/1951,18,6,0
3/19/1951,27,13,6
3/20/1951,22,15,12
3/21/1951,12,8,6
3/22/1951,13,7,4
3/23/1951,16,7,2
3/24/1951,21,8,2
3/25/1951,17,14,12
3/26/1951,17,11,8
3/27/1951,17,7,2
3/28/1951,22,11,6
3/29/1951,19,14,12
3/30/1951,13,7,4
3/31/1951,18,7,2
4/1/1951,25,10,2
4/2/1951,28,13,6
4/3/1951,30,14,6
4/4/1951,22,15,12
4/5/1951,20,9,4
4/6/1951,26,11,4
4/7/1951,19,12,8
4/8/1951,18,9,4
4/9/1951,21,12,8
4/10/1951,28,15,8
4/11/1951,38,22,14
4/12/1951,41,22,12
4/13/1951,17,14,12
4/14/1951,30,13,4
4/15/1951,36,20,12
4/16/1951,34,15,6
4/17/1951,22,15,12
4/18/1951,22,17,14
4/19/1951,18,10,6
4/20/1951,21,11,6
4/21/1951,23,5,-4
4/22/1951,27,16,10
4/23/1951,29,15,8
4/24/1951,31,12,2
4/25/1951,29,15,8
4/26/1951,30,19,14
4/27/1951,18,15,14
4/28/1951,24,14,8
4/29/1951,19,10,6
4/30/1951,21,12,8
5/1/1951,23,9,2
5/2/1951,28,13,6
5/3/1951,36,22,16
5/4/1951,27,22,20
5/5/1951,33,19,12
5/6/1951,26,21,18
5/7/1951,22,19,18
5/8/1951,30,22,18
5/9/1951,36,21,14
5/10/1951,33,25,22
5/11/1951,25,20,18
5/12/1951,26,15,10
5/13/1951,29,18,12
5/14/1951,28,20,16
5/15/1951,33,19,12
5/16/1951,39,24,16
5/17/1951,30,22,18
5/18/1951,27,18,14
5/19/1951,30,19,14
5/20/1951,34,22,16
5/21/1951,41,23,14
5/22/1951,46,30,22
5/23/1951,31,25,22
5/24/1951,24,21,20
5/25/1951,28,20,16
5/26/1951,30,19,14
5/27/1951,27,18,14
5/28/1951,24,16,12
5/29/1951,22,11,6
5/30/1951,30,14,6
5/31/1951,34,18,10
6/1/1951,35,19,12
6/2/1951,37,19,10
6/3/1951,30,22,18
6/4/1951,24,20,18
6/5/1951,30,23,20
6/6/1951,29,23,20
6/7/1951,29,23,20
6/8/1951,31,21,16
6/9/1951,39,24,16
6/10/1951,35,23,18
6/11/1951,31,25,22
6/12/1951,39,29,24
6/13/1951,38,31,28
6/14/1951,44,33,28
6/15/1951,40,28,22
6/16/1951,39,24,16
6/17/1951,38,25,18
6/18/1951,38,25,18
6/19/1951,35,21,14
6/20/1951,44,28,20
6/21/1951,46,26,16
6/22/1951,41,26,18
6/23/1951,37,27,22
6/24/1951,40,28,22
6/25/1951,47,29,20
6/26/1951,40,28,22
6/27/1951,46,29,20
6/28/1951,51,33,24
6/29/1951,57,39,30
6/30/1951,54,34,24
7/1/1951,41,30,24
7/2/1951,45,31,24
7/3/1951,35,28,24
7/4/1951,32,26,24
7/5/1951,31,22,18
7/6/1951,36,27,22
7/7/1951,39,25,18
7/8/1951,39,30,26
7/9/1951,39,29,24
7/10/1951,48,32,24
7/11/1951,59,41,32
7/12/1951,61,42,32
7/13/1951,40,31,26
7/14/1951,45,32,26
7/15/1951,47,33,26
7/16/1951,48,33,26
7/17/1951,42,31,26
7/18/1951,43,33,28
7/19/1951,39,28,22
7/20/1951,40,29,24
7/21/1951,42,26,18
7/22/1951,47,30,22
7/23/1951,44,29,22
7/24/1951,39,29,24
7/25/1951,34,29,26
7/26/1951,40,31,26
7/27/1951,43,26,18
7/28/1951,39,29,24
7/29/1951,40,28,22
7/30/1951,44,27,18
7/31/1951,43,26,18
8/1/1951,43,30,24
8/2/1951,40,28,22
8/3/1951,38,29,24
8/4/1951,40,29,24
8/5/1951,40,28,22
8/6/1951,43,29,22
8/7/1951,44,28,20
8/8/1951,39,29,24
8/9/1951,35,29,26
8/10/1951,32,28,26
8/11/1951,35,28,24
8/12/1951,39,30,26
8/13/1951,40,29,24
8/14/1951,43,26,18
8/15/1951,44,29,22
8/16/1951,44,32,26
8/17/1951,40,24,16
8/18/1951,43,26,18
8/19/1951,45,27,18
8/20/1951,48,33,26
8/21/1951,49,31,22
8/22/1951,41,30,24
8/23/1951,36,24,18
8/24/1951,40,24,16
8/25/1951,35,22,16
8/26/1951,35,22,16
8/27/1951,30,22,18
8/28/1951,25,20,18
8/29/1951,32,20,14
8/30/1951,31,25,22
8/31/1951,36,24,18
9/1/1951,31,22,18
9/2/1951,34,23,18
9/3/1951,44,28,20
9/4/1951,48,33,26
9/5/1951,41,28,22
9/6/1951,33,24,20
9/7/1951,33,27,24
9/8/1951,35,29,26
9/9/1951,37,23,16
9/10/1951,32,25,22
9/11/1951,33,23,18
9/12/1951,35,23,18
9/13/1951,41,27,20
9/14/1951,53,36,28
9/15/1951,50,30,20
9/16/1951,44,29,22
9/17/1951,40,28,22
9/18/1951,31,22,18
9/19/1951,34,22,16
9/20/1951,39,25,18
9/21/1951,37,21,14
9/22/1951,34,20,14
9/23/1951,28,20,16
9/24/1951,25,23,22
9/25/1951,25,19,16
9/26/1951,24,13,8
9/27/1951,25,20,18
9/28/1951,31,25,22
9/29/1951,31,27,26
9/30/1951,31,27,26
10/1/1951,35,28,24
10/2/1951,30,26,24
10/3/1951,28,21,18
10/4/1951,28,17,12
10/5/1951,24,17,14
10/6/1951,31,26,24
10/7/1951,40,28,22
10/8/1951,45,32,26
10/9/1951,36,27,22
10/10/1951,26,22,20
10/11/1951,31,25,22
10/12/1951,26,23,22
10/13/1951,27,22,20
10/14/1951,25,18,14
10/15/1951,17,14,12
10/16/1951,20,12,8
10/17/1951,14,10,8
10/18/1951,25,18,14
10/19/1951,28,24,22
10/20/1951,23,17,14
10/21/1951,17,14,12
10/22/1951,16,11,8
10/23/1951,20,16,14
10/24/1951,22,15,12
10/25/1951,20,12,8
10/26/1951,19,8,2
10/27/1951,20,9,4
10/28/1951,21,11,6
10/29/1951,15,8,4
10/30/1951,13,4,0
10/31/1951,15,8,4
11/1/1951,17,7,2
11/2/1951,19,8,2
11/3/1951,22,15,12
11/4/1951,21,15,12
11/5/1951,23,13,8
11/6/1951,21,16,14
11/7/1951,23,18,16
11/8/1951,21,15,12
11/9/1951,17,15,14
11/10/1951,22,17,14
11/11/1951,17,15,14
11/12/1951,19,14,12
11/13/1951,14,9,6
11/14/1951,10,4,2
11/15/1951,11,5,2
11/16/1951,13,5,2
11/17/1951,21,15,12
11/18/1951,20,16,14
11/19/1951,19,13,10
11/20/1951,13,10,8
11/21/1951,11,6,4
11/22/1951,8,1,-2
11/23/1951,6,-1,-4
11/24/1951,3,-2,-4
11/25/1951,18,11,8
11/26/1951,20,15,12
11/27/1951,21,15,12
11/28/1951,15,13,12
11/29/1951,18,13,10
11/30/1951,22,15,12
12/1/1951,15,9,6
12/2/1951,14,9,6
12/3/1951,15,11,8
12/4/1951,14,9,6
12/5/1951,10,6,4
12/6/1951,8,1,-2
12/7/1951,3,-3,-6
12/8/1951,9,2,-2
12/9/1951,5,0,-2
12/10/1951,14,9,6
12/11/1951,14,13,12
12/12/1951,12,3,-2
12/13/1951,8,1,-2
12/14/1951,5,0,-2
12/15/1951,11,7,6
12/16/1951,13,10,8
12/17/1951,9,5,4
12/18/1951,9,4,2
12/19/1951,1,-1,-2
12/20/1951,1,-3,-4
12/21/1951,12,5,2
12/22/1951,10,4,2
12/23/1951,3,-2,-4
12/24/1951,0,-4,-6
12/25/1951,5,-2,-6
12/26/1951,6,2,0
12/27/1951,6,2,0
12/28/1951,8,4,2
12/29/1951,6,2,0
12/30/1951,-1,-7,-10
12/31/1951,-10,-15,-18
1/1/1952,-9,-18,-22
1/2/1952,-1,-8,-12
1/3/1952,-5,-11,-14
1/4/1952,0,-3,-4
1/5/1952,4,1,0
1/6/1952,2,1,0
1/7/1952,3,2,2
1/8/1952,9,4,2
1/9/1952,10,6,4
1/10/1952,7,5,4
1/11/1952,6,3,2
1/12/1952,5,-1,-4
1/13/1952,3,-3,-6
1/14/1952,4,1,0
1/15/1952,9,3,0
1/16/1952,5,0,-2
1/17/1952,3,-2,-4
1/18/1952,9,5,4
1/19/1952,11,6,4
1/20/1952,5,3,2
1/21/1952,2,-2,-4
1/22/1952,1,-1,-2
1/23/1952,3,0,-2
1/24/1952,12,6,4
1/25/1952,18,9,4
1/26/1952,16,11,8
1/27/1952,23,13,8
1/28/1952,19,9,4
1/29/1952,20,12,8
1/30/1952,20,16,14
1/31/1952,19,14,12
2/1/1952,18,14,12
2/2/1952,16,12,10
2/3/1952,16,12,10
2/4/1952,17,11,8
2/5/1952,16,8,4
2/6/1952,18,10,6
2/7/1952,15,11,8
2/8/1952,17,10,6
2/9/1952,18,13,10
2/10/1952,25,15,10
2/11/1952,15,9,6
2/12/1952,9,4,2
2/13/1952,9,0,-4
2/14/1952,11,7,6
2/15/1952,8,5,4
2/16/1952,7,1,-2
2/17/1952,7,1,-2
2/18/1952,8,1,-2
2/19/1952,4,0,-2
2/20/1952,3,-2,-4
2/21/1952,8,0,-4
2/22/1952,10,4,2
2/23/1952,15,9,6
2/24/1952,17,10,6
2/25/1952,16,13,12
2/26/1952,11,5,2
2/27/1952,11,2,-2
2/28/1952,7,-2,-6
2/29/1952,10,6,4
3/1/1952,9,0,-4
3/2/1952,11,5,2
3/3/1952,10,7,6
3/4/1952,10,7,6
3/5/1952,12,5,2
3/6/1952,21,15,12
3/7/1952,19,10,6
3/8/1952,19,8,2
3/9/1952,15,12,10
3/10/1952,13,10,8
3/11/1952,12,6,4
3/12/1952,11,6,4
3/13/1952,12,8,6
3/14/1952,21,12,8
3/15/1952,21,12,8
3/16/1952,15,3,-2
3/17/1952,14,9,6
3/18/1952,10,3,0
3/19/1952,10,3,0
3/20/1952,13,7,4
3/21/1952,12,1,-4
3/22/1952,19,4,-4
3/23/1952,17,14,12
3/24/1952,19,16,14
3/25/1952,20,16,14
3/26/1952,20,16,14
3/27/1952,24,16,12
3/28/1952,13,10,8
3/29/1952,14,10,8
3/30/1952,11,5,2
3/31/1952,12,4,0
4/1/1952,19,10,6
4/2/1952,16,11,8
4/3/1952,19,10,6
4/4/1952,34,19,12
4/5/1952,33,19,12
4/6/1952,17,10,6
4/7/1952,15,3,-2
4/8/1952,18,5,-2
4/9/1952,27,13,6
4/10/1952,25,12,6
4/11/1952,23,17,14
4/12/1952,29,15,8
4/13/1952,19,17,16
4/14/1952,22,15,12
4/15/1952,24,11,4
4/16/1952,30,14,6
4/17/1952,34,19,12
4/18/1952,31,18,12
4/19/1952,17,14,12
4/20/1952,22,9,2
4/21/1952,27,10,2
4/22/1952,22,14,10
4/23/1952,29,12,4
4/24/1952,28,16,10
4/25/1952,28,17,12
4/26/1952,23,18,16
4/27/1952,21,16,14
4/28/1952,14,9,6
4/29/1952,21,7,0
4/30/1952,22,15,12
5/1/1952,18,10,6
5/2/1952,22,9,2
5/3/1952,21,12,8
5/4/1952,21,10,4
5/5/1952,21,11,6
5/6/1952,27,17,12
5/7/1952,30,18,12
5/8/1952,22,18,16
5/9/1952,30,19,14
5/10/1952,33,23,18
5/11/1952,32,24,20
5/12/1952,35,21,14
5/13/1952,27,21,18
5/14/1952,24,17,14
5/15/1952,29,19,14
5/16/1952,43,25,16
5/17/1952,46,30,22
5/18/1952,33,24,20
5/19/1952,27,21,18
5/20/1952,26,22,20
5/21/1952,27,21,18
5/22/1952,31,21,16
5/23/1952,32,21,16
5/24/1952,35,21,14
5/25/1952,31,21,16
5/26/1952,37,19,10
5/27/1952,44,27,18
5/28/1952,27,22,20
5/29/1952,28,20,16
5/30/1952,28,17,12
5/31/1952,25,19,16
6/1/1952,31,21,16
6/2/1952,37,23,16
6/3/1952,29,20,16
6/4/1952,38,30,26
6/5/1952,30,23,20
6/6/1952,33,23,18
6/7/1952,35,22,16
6/8/1952,39,24,16
6/9/1952,36,24,18
6/10/1952,28,20,16
6/11/1952,17,14,12
6/12/1952,25,12,6
6/13/1952,31,18,12
6/14/1952,29,19,14
6/15/1952,24,20,18
6/16/1952,26,22,20
6/17/1952,37,26,20
6/18/1952,38,26,20
6/19/1952,34,22,16
6/20/1952,30,23,20
6/21/1952,28,21,18
6/22/1952,31,22,18
6/23/1952,34,19,12
6/24/1952,36,22,16
6/25/1952,37,27,22
6/26/1952,34,23,18
6/27/1952,25,23,22
6/28/1952,32,26,24
6/29/1952,29,24,22
6/30/1952,35,28,24
7/1/1952,36,27,22
7/2/1952,37,23,16
7/3/1952,45,31,24
7/4/1952,35,27,22
7/5/1952,33,23,18
7/6/1952,39,24,16
7/7/1952,46,30,22
7/8/1952,53,36,28
7/9/1952,54,38,30
7/10/1952,51,34,26
7/11/1952,45,32,26
7/12/1952,41,31,26
7/13/1952,47,33,26
7/14/1952,53,36,28
7/15/1952,47,33,26
7/16/1952,37,28,24
7/17/1952,38,26,20
7/18/1952,38,25,18
7/19/1952,36,28,24
7/20/1952,31,26,24
7/21/1952,34,23,18
7/22/1952,29,24,22
7/23/1952,37,30,26
7/24/1952,38,29,24
7/25/1952,42,29,22
7/26/1952,41,27,20
7/27/1952,43,29,22
7/28/1952,44,29,22
7/29/1952,43,29,22
7/30/1952,45,28,20
7/31/1952,40,29,24
8/1/1952,40,28,22
8/2/1952,44,29,22
8/3/1952,53,36,28
8/4/1952,56,37,28
8/5/1952,35,29,26
8/6/1952,41,31,26
8/7/1952,34,29,26
8/8/1952,48,35,28
8/9/1952,53,36,28
8/10/1952,45,32,26
8/11/1952,49,31,22
8/12/1952,53,35,26
8/13/1952,39,30,26
8/14/1952,36,31,28
8/15/1952,35,29,26
8/16/1952,38,30,26
8/17/1952,36,27,22
8/18/1952,31,26,24
8/19/1952,37,26,20
8/20/1952,38,26,20
8/21/1952,39,25,18
8/22/1952,36,31,28
8/23/1952,37,26,20
8/24/1952,34,26,22
8/25/1952,33,27,24
8/26/1952,36,27,22
8/27/1952,35,22,16
8/28/1952,39,24,16
8/29/1952,36,27,22
8/30/1952,39,25,18
8/31/1952,38,25,18
9/1/1952,46,31,24
9/2/1952,44,29,22
9/3/1952,39,30,26
9/4/1952,36,21,14
9/5/1952,32,24,20
9/6/1952,30,26,24
9/7/1952,30,22,18
9/8/1952,25,20,18
9/9/1952,26,18,14
9/10/1952,29,15,8
9/11/1952,31,17,10
9/12/1952,33,26,22
9/13/1952,31,17,10
9/14/1952,39,24,16
9/15/1952,36,20,12
9/16/1952,35,21,14
9/17/1952,39,25,18
9/18/1952,45,30,22
9/19/1952,42,31,26
9/20/1952,45,32,26
9/21/1952,52,31,20
9/22/1952,48,29,20
9/23/1952,43,28,20
9/24/1952,32,25,22
9/25/1952,30,23,20
9/26/1952,30,23,20
9/27/1952,35,28,24
9/28/1952,34,22,16
9/29/1952,33,23,18
9/30/1952,35,28,24
10/1/1952,32,24,20
10/2/1952,39,24,16
10/3/1952,35,22,16
10/4/1952,39,25,18
10/5/1952,39,21,12
10/6/1952,42,22,12
10/7/1952,36,20,12
10/8/1952,32,25,22
10/9/1952,29,24,22
10/10/1952,30,22,18
10/11/1952,30,23,20
10/12/1952,31,21,16
10/13/1952,28,20,16
10/14/1952,32,20,14
10/15/1952,31,13,4
10/16/1952,27,14,8
10/17/1952,30,19,14
10/18/1952,31,17,10
10/19/1952,32,26,24
10/20/1952,29,23,20
10/21/1952,28,24,22
10/22/1952,22,21,20
10/23/1952,29,23,20
10/24/1952,29,22,18
10/25/1952,27,18,14
10/26/1952,19,12,8
10/27/1952,23,13,8
10/28/1952,23,13,8
10/29/1952,25,19,16
10/30/1952,23,17,14
10/31/1952,18,14,12
11/1/1952,19,9,4
11/2/1952,20,7,0
11/3/1952,27,18,14
11/4/1952,24,20,18
11/5/1952,22,18,16
11/6/1952,19,9,4
11/7/1952,17,7,2
11/8/1952,28,15,8
11/9/1952,17,8,4
11/10/1952,25,18,14
11/11/1952,20,15,12
11/12/1952,20,12,8
11/13/1952,19,12,8
11/14/1952,18,13,10
11/15/1952,16,7,2
11/16/1952,11,5,2
11/17/1952,12,5,2
11/18/1952,20,12,8
11/19/1952,15,8,4
11/20/1952,14,9,6
11/21/1952,11,6,4
11/22/1952,9,0,-4
11/23/1952,6,-2,-6
11/24/1952,2,-3,-6
11/25/1952,2,-2,-4
11/26/1952,0,-4,-6
11/27/1952,1,-5,-8
11/28/1952,-1,-10,-14
11/29/1952,6,-2,-6
11/30/1952,6,-1,-4
12/1/1952,12,4,0
12/2/1952,13,11,10
12/3/1952,15,13,12
12/4/1952,21,16,14
12/5/1952,10,7,6
12/6/1952,14,9,6
12/7/1952,13,10,8
12/8/1952,10,6,4
12/9/1952,11,6,4
12/10/1952,11,6,4
12/11/1952,18,9,4
12/12/1952,26,23,22
12/13/1952,23,14,10
12/14/1952,22,10,4
12/15/1952,4,1,0
12/16/1952,12,6,4
12/17/1952,11,4,0
12/18/1952,8,4,2
12/19/1952,10,7,6
12/20/1952,6,3,2
12/21/1952,12,5,2
12/22/1952,7,5,4
12/23/1952,13,7,4
12/24/1952,9,0,-4
12/25/1952,9,4,2
12/26/1952,12,8,6
12/27/1952,17,10,6
12/28/1952,14,9,6
12/29/1952,15,10,8
12/30/1952,19,13,10
12/31/1952,12,8,6
1/1/1953,11,7,6
1/2/1953,21,12,8
1/3/1953,19,11,6
1/4/1953,11,6,4
1/5/1953,13,7,4
1/6/1953,9,0,-4
1/7/1953,15,13,12
1/8/1953,21,14,10
1/9/1953,19,9,4
1/10/1953,13,7,4
1/11/1953,22,14,10
1/12/1953,20,17,16
1/13/1953,17,15,14
1/14/1953,17,14,12
1/15/1953,19,13,10
1/16/1953,13,10,8
1/17/1953,16,11,8
1/18/1953,20,16,14
1/19/1953,19,15,14
1/20/1953,18,14,12
1/21/1953,13,11,10
1/22/1953,18,13,10
1/23/1953,22,18,16
1/24/1953,17,15,14
1/25/1953,11,7,6
1/26/1953,6,2,0
1/27/1953,9,5,4
1/28/1953,15,9,6
1/29/1953,15,14,14
1/30/1953,20,16,14
1/31/1953,21,16,14
2/1/1953,15,13,12
2/2/1953,15,12,10
2/3/1953,18,14,12
2/4/1953,12,8,6
2/5/1953,14,10,8
2/6/1953,20,16,14
2/7/1953,16,10,6
2/8/1953,11,5,2
2/9/1953,9,0,-4
2/10/1953,10,3,0
2/11/1953,12,8,6
2/12/1953,12,5,2
2/13/1953,6,3,2
2/14/1953,14,9,6
2/15/1953,9,5,4
2/16/1953,14,10,8
2/17/1953,9,2,-2
2/18/1953,8,1,-2
2/19/1953,9,0,-4
2/20/1953,11,5,2
2/21/1953,11,6,4
2/22/1953,11,5,2
2/23/1953,11,2,-2
2/24/1953,11,2,-2
2/25/1953,12,0,-6
2/26/1953,12,4,0
2/27/1953,13,9,6
2/28/1953,5,3,2
3/1/1953,8,-1,-6
3/2/1953,8,0,-4
3/3/1953,14,9,6
3/4/1953,16,12,10
3/5/1953,16,13,12
3/6/1953,15,10,6
3/7/1953,20,7,0
3/8/1953,22,11,6
3/9/1953,19,10,6
3/10/1953,16,13,12
3/11/1953,17,11,8
3/12/1953,14,9,6
3/13/1953,12,5,2
3/14/1953,11,1,-4
3/15/1953,16,11,8
3/16/1953,14,8,4
3/17/1953,12,5,2
3/18/1953,13,7,4
3/19/1953,18,7,2
3/20/1953,12,6,4
3/21/1953,14,10,8
3/22/1953,14,10,8
3/23/1953,29,19,14
3/24/1953,23,13,8
3/25/1953,14,6,2
3/26/1953,26,15,10
3/27/1953,18,11,8
3/28/1953,16,11,8
3/29/1953,18,10,6
3/30/1953,15,8,4
3/31/1953,12,4,0
4/1/1953,11,2,-2
4/2/1953,23,9,2
4/3/1953,22,15,12
4/4/1953,16,11,8
4/5/1953,16,8,4
4/6/1953,12,6,4
4/7/1953,9,5,4
4/8/1953,15,8,4
4/9/1953,19,8,2
4/10/1953,20,7,0
4/11/1953,13,10,8
4/12/1953,11,7,6
4/13/1953,14,9,6
4/14/1953,19,10,6
4/15/1953,22,10,4
4/16/1953,21,15,12
4/17/1953,22,10,4
4/18/1953,27,14,8
4/19/1953,30,23,20
4/20/1953,28,21,18
4/21/1953,23,17,14
4/22/1953,23,18,16
4/23/1953,21,16,14
4/24/1953,25,11,4
4/25/1953,25,19,16
4/26/1953,29,20,16
4/27/1953,27,18,14
4/28/1953,21,12,8
4/29/1953,24,12,6
4/30/1953,21,15,12
5/1/1953,22,14,10
5/2/1953,22,10,4
5/3/1953,36,22,16
5/4/1953,46,26,16
5/5/1953,51,38,32
5/6/1953,38,25,18
5/7/1953,23,17,14
5/8/1953,21,15,12
5/9/1953,21,14,10
5/10/1953,21,12,8
5/11/1953,26,11,4
5/12/1953,36,17,8
5/13/1953,34,23,18
5/14/1953,20,17,16
5/15/1953,23,18,16
5/16/1953,25,19,16
5/17/1953,28,21,18
5/18/1953,25,19,16
5/19/1953,25,18,14
5/20/1953,25,15,10
5/21/1953,22,15,12
5/22/1953,22,15,12
5/23/1953,23,14,10
5/24/1953,17,15,14
5/25/1953,25,16,12
5/26/1953,35,22,16
5/27/1953,27,22,20
5/28/1953,31,22,18
5/29/1953,24,19,16
5/30/1953,24,16,12
5/31/1953,26,11,4
6/1/1953,26,19,16
6/2/1953,27,18,14
6/3/1953,31,18,12
6/4/1953,26,19,16
6/5/1953,27,17,12
6/6/1953,29,23,20
6/7/1953,27,21,18
6/8/1953,31,21,16
6/9/1953,35,22,16
6/10/1953,37,27,22
6/11/1953,37,26,20
6/12/1953,27,21,18
6/13/1953,28,21,18
6/14/1953,33,23,18
6/15/1953,32,24,20
6/16/1953,36,24,18
6/17/1953,25,20,18
6/18/1953,25,19,16
6/19/1953,27,21,18
6/20/1953,25,20,18
6/21/1953,30,22,18
6/22/1953,28,20,16
6/23/1953,26,19,16
6/24/1953,29,23,20
6/25/1953,30,23,20
6/26/1953,30,23,20
6/27/1953,29,24,22
6/28/1953,29,23,20
6/29/1953,37,27,22
6/30/1953,33,25,22
7/1/1953,39,28,22
7/2/1953,38,26,20
7/3/1953,33,25,22
7/4/1953,38,27,22
7/5/1953,44,29,22
7/6/1953,48,32,24
7/7/1953,53,35,26
7/8/1953,39,30,26
7/9/1953,42,29,22
7/10/1953,47,33,26
7/11/1953,47,34,28
7/12/1953,40,32,28
7/13/1953,34,29,26
7/14/1953,38,30,26
7/15/1953,33,25,22
7/16/1953,40,28,22
7/17/1953,45,28,20
7/18/1953,31,26,24
7/19/1953,34,26,22
7/20/1953,37,27,22
7/21/1953,43,29,22
7/22/1953,37,27,22
7/23/1953,36,28,24
7/24/1953,35,21,14
7/25/1953,33,24,20
7/26/1953,34,26,22
7/27/1953,39,29,24
7/28/1953,40,27,20
7/29/1953,29,24,22
7/30/1953,35,28,24
7/31/1953,37,27,22
8/1/1953,39,28,22
8/2/1953,43,26,18
8/3/1953,34,26,22
8/4/1953,40,29,24
8/5/1953,43,33,28
8/6/1953,37,30,26
8/7/1953,41,32,28
8/8/1953,35,29,26
8/9/1953,38,30,26
8/10/1953,43,29,22
8/11/1953,47,33,26
8/12/1953,41,26,18
8/13/1953,44,29,22
8/14/1953,49,31,22
8/15/1953,36,31,28
8/16/1953,37,30,26
8/17/1953,40,28,22
8/18/1953,47,33,26
8/19/1953,45,32,26
8/20/1953,40,32,28
8/21/1953,39,29,24
8/22/1953,40,29,24
8/23/1953,35,29,26
8/24/1953,36,27,22
8/25/1953,36,28,24
8/26/1953,34,29,26
8/27/1953,36,31,28
8/28/1953,32,28,26
8/29/1953,39,29,24
8/30/1953,35,28,24
8/31/1953,37,31,28
9/1/1953,32,28,26
9/2/1953,38,30,26
9/3/1953,43,30,24
9/4/1953,47,29,20
9/5/1953,51,32,22
9/6/1953,40,32,28
9/7/1953,36,33,32
9/8/1953,41,32,26
9/9/1953,41,26,18
9/10/1953,43,30,24
9/11/1953,44,29,22
9/12/1953,38,29,24
9/13/1953,39,25,18
9/14/1953,39,29,24
9/15/1953,39,25,18
9/16/1953,31,23,18
9/17/1953,30,19,14
9/18/1953,35,21,14
9/19/1953,37,29,24
9/20/1953,39,25,18
9/21/1953,40,23,14
9/22/1953,32,28,26
9/23/1953,31,25,22
9/24/1953,30,18,12
9/25/1953,27,14,8
9/26/1953,26,19,16
9/27/1953,31,25,22
9/28/1953,25,20,18
9/29/1953,28,21,18
9/30/1953,23,18,16
10/1/1953,23,18,16
10/2/1953,28,20,16
10/3/1953,32,21,16
10/4/1953,32,21,16
10/5/1953,41,26,18
10/6/1953,35,28,24
10/7/1953,39,24,16
10/8/1953,34,30,28
10/9/1953,33,30,28
10/10/1953,29,22,18
10/11/1953,27,18,14
10/12/1953,27,16,10
10/13/1953,31,22,18
10/14/1953,20,17,16
